LC_Class_I blue_0 blue_1 blue_2 blue_3 blue_4 blue_5 red_0 red_1 red_2 red_3 red_4 red_5 red_edge_2_0 red_edge_2_1 red_edge_2_2 red_edge_2_3 red_edge_2_4 red_edge_2_5 nir_1_0 nir_1_1 nir_1_2 nir_1_3 nir_1_4 nir_1_5 swir_1_0 swir_1_1 swir_1_2 swir_1_3 swir_1_4 swir_1_5 swir_2_0 swir_2_1 swir_2_2 swir_2_3 swir_2_4 swir_2_5 NDVI_0 NDVI_1 NDVI_2 NDVI_3 NDVI_4 NDVI_5
4.0 368.9886474609375 13.546577453613281 54.84107971191406 119.21188354492188 110.71013641357422 137.7493133544922 365.49603271484375 55.95745849609375 160.39431762695312 258.2259216308594 194.60818481445312 209.5347900390625 1814.4317626953125 1450.2701416015625 1723.6768798828125 1682.7613525390625 1389.013427734375 1481.9981689453125 2221.6298828125 1861.342529296875 2254.520751953125 2130.025146484375 1772.410400390625 1997.7164306640625 1289.0201416015625 919.4710083007812 930.6468505859375 989.9769287109375 1156.840576171875 1358.3551025390625 738.2157592773438 489.4445495605469 489.80780029296875 569.6617431640625 685.512939453125 846.3989868164062 0.7592599391937256 0.9477431774139404 0.8710170388221741 0.7875570058822632 0.8061896562576294 0.8118910193443298
4.0 264.6734313964844 70.6639633178711 137.95611572265625 318.231201171875 302.8619384765625 341.40533447265625 352.6224060058594 199.1023406982422 255.55287170410156 500.82537841796875 474.823486328125 549.2868041992188 1847.6142578125 1399.37158203125 995.4046020507812 862.7215576171875 1780.85498046875 2099.772705078125 2457.4765625 2002.919677734375 1102.6478271484375 1046.201171875 2266.083984375 2614.135498046875 1291.2738037109375 1103.021728515625 1142.2816162109375 1254.4754638671875 1421.5518798828125 1558.6884765625 694.5035400390625 604.1050415039062 656.3477783203125 879.0750732421875 855.7382202148438 959.2728881835938 0.7501090168952942 0.8260291218757629 0.6533686518669128 0.36153873801231384 0.6454384326934814 0.6568202972412109
4.0 295.96588134765625 94.08951568603516 8.74097728729248 116.81327056884766 230.92825317382812 433.6163024902344 306.87554931640625 174.68563842773438 32.33910369873047 255.497802734375 317.7185363769531 482.6843566894531 2348.845947265625 2102.3056640625 575.7882080078125 721.6405029296875 1626.640869140625 2070.33349609375 3461.6044921875 3369.2529296875 851.717529296875 1139.8148193359375 2524.097900390625 2838.83837890625 1516.0150146484375 1345.1484375 515.8358764648438 690.1957397460938 1598.053466796875 1708.57373046875 813.573486328125 691.0435180664062 339.28155517578125 517.9324951171875 942.0462646484375 1073.293212890625 0.8414320945739746 0.9039540886878967 0.9661611914634705 0.6549348831176758 0.776321530342102 0.7073813080787659
4.0 274.36785888671875 24.261690139770508 42.38892364501953 36.29207992553711 92.27029418945312 102.62397766113281 300.6554260253906 82.04898071289062 83.39249420166016 99.36878204345703 157.73095703125 201.9174346923828 1362.8310546875 1100.176025390625 1041.3231201171875 1093.6859130859375 1130.41845703125 1297.8509521484375 1682.70849609375 1390.733154296875 1414.685546875 1403.1239013671875 1427.5606689453125 1658.1932373046875 943.251708984375 773.9082641601562 603.3876342773438 614.0999145507812 863.7084350585938 1008.5236206054688 525.4827880859375 397.58050537109375 298.2147216796875 309.912841796875 464.9891357421875 572.1798706054688 0.7426707148551941 0.9025017619132996 0.8951604962348938 0.8696888089179993 0.8088451027870178 0.8066418170928955
4.0 203.6669921875 41.192039489746094 71.93246459960938 66.27457427978516 175.72633361816406 234.09474182128906 258.2638854980469 109.96643829345703 120.81024932861328 163.98477172851562 279.2893981933594 346.4036560058594 1475.7459716796875 1239.132080078125 1205.956298828125 1258.1395263671875 1284.249267578125 1454.3316650390625 2159.185546875 1837.9609375 1825.460205078125 1963.178466796875 1857.118896484375 2098.281005859375 1059.046630859375 806.88330078125 735.464599609375 778.3794555664062 1048.4075927734375 1288.27197265625 538.445068359375 395.1160583496094 368.06939697265625 414.1540832519531 599.5877075195312 778.4837646484375 0.7914677858352661 0.890625536441803 0.8786017298698425 0.8469139337539673 0.7402911186218262 0.7142065763473511
4.0 428.7530212402344 223.81700134277344 238.98355102539062 273.42291259765625 413.1774597167969 355.94439697265625 706.39013671875 454.630126953125 425.6722412109375 527.9180297851562 764.9727783203125 733.0556640625 1918.3468017578125 1905.5072021484375 1989.9677734375 1825.2357177734375 1694.9527587890625 1733.489990234375 2462.984619140625 2744.38525390625 2867.8681640625 2728.60693359375 2452.671875 2381.414794921875 1662.111328125 1325.273193359375 1179.5858154296875 1302.484619140625 1588.1572265625 1747.070556640625 1038.4796142578125 740.306884765625 623.0753173828125 719.897705078125 960.0634765625 1120.5301513671875 0.5613059997558594 0.7160882353782654 0.742237389087677 0.6753370761871338 0.5249739289283752 0.5314891338348389
4.0 912.8921508789062 36.11098098754883 54.076759338378906 69.02719116210938 87.37821960449219 93.50855255126953 917.6180419921875 121.52277374267578 121.21044158935547 170.16696166992188 205.1597900390625 199.97296142578125 2039.9254150390625 1168.963623046875 1272.544921875 1323.217041015625 1211.77392578125 1267.8890380859375 2202.82666015625 1577.94775390625 1735.2552490234375 1792.423095703125 1611.7037353515625 1660.85546875 1580.4312744140625 836.147216796875 757.1371459960938 783.7540893554688 945.9332275390625 1024.0030517578125 1079.859375 452.565673828125 398.53143310546875 437.2861328125 529.9548950195312 589.4457397460938 0.4433356821537018 0.8708766102790833 0.8719537258148193 0.8287432193756104 0.7772126197814941 0.7902637720108032
4.0 201.0000762939453 56.89453125 69.17937469482422 52.084632873535156 115.5124740600586 100.83493041992188 234.0 140.91197204589844 120.4209213256836 136.31497192382812 198.04037475585938 184.98306274414062 2397.000244140625 2253.78369140625 2157.951171875 2108.352294921875 1772.203857421875 1958.78271484375 3050.0 2927.0029296875 2773.398681640625 2689.266357421875 2242.6748046875 2414.831787109375 1107.0 932.1190795898438 821.6251831054688 855.0716552734375 1007.5773315429688 1091.9521484375 528.0 434.27117919921875 364.0115966796875 393.9588928222656 507.5035095214844 553.97265625 0.8574908971786499 0.9139745235443115 0.9179234504699707 0.9031387567520142 0.8373415470123291 0.8575941324234009
4.0 257.9598693847656 139.66603088378906 173.19802856445312 195.3997802734375 378.4572448730469 298.48138427734375 405.8169860839844 304.73236083984375 310.465576171875 390.00830078125 640.914794921875 676.0305786132812 1351.821044921875 1284.2635498046875 1198.158203125 1239.6251220703125 1402.6492919921875 1467.6612548828125 1543.5152587890625 1493.393798828125 1543.4461669921875 1534.36328125 1732.1033935546875 1854.516845703125 1389.408447265625 1233.4180908203125 1064.61328125 1122.68701171875 1621.8634033203125 1921.490478515625 899.4588623046875 734.5882568359375 621.2472534179688 653.4075927734375 1077.3369140625 1304.928955078125 0.5861752033233643 0.664587676525116 0.6678661704063416 0.5985600352287292 0.46385982632637024 0.4672554135322571
4.0 248.38650512695312 63.66048049926758 32.28667068481445 40.8984260559082 164.11619567871094 156.99981689453125 334.2103271484375 174.09642028808594 112.12406921386719 106.86077880859375 301.67431640625 338.9999084472656 1493.29248046875 1236.4652099609375 1142.407470703125 1151.8218994140625 1324.731689453125 1495.0001220703125 1611.266357421875 1399.6209716796875 1383.6942138671875 1419.56103515625 1543.669189453125 1678.0003662109375 1358.0565185546875 1103.971435546875 940.9647216796875 971.2610473632812 1359.0126953125 1674.9996337890625 891.9412841796875 689.280029296875 566.696533203125 621.0450439453125 873.5682373046875 1038.000244140625 0.67087322473526 0.7791344523429871 0.8575120568275452 0.8624438047409058 0.6789140105247498 0.6638574004173279
4.0 207.08323669433594 76.41789245605469 122.62264251708984 141.7506561279297 287.8073425292969 263.234130859375 230.21804809570312 164.87832641601562 230.70164489746094 284.0356140136719 425.76129150390625 432.79931640625 1376.4052734375 1061.3187255859375 1022.9017944335938 1014.9282836914062 1128.3043212890625 1249.685791015625 1542.7008056640625 1287.812255859375 1229.8614501953125 1252.3392333984375 1357.946533203125 1445.44384765625 1127.9586181640625 1008.53759765625 993.392578125 1062.13232421875 1379.7266845703125 1605.271728515625 608.2007446289062 559.9571533203125 574.4859619140625 656.0912475585938 868.7723999023438 1058.330810546875 0.7498271465301514 0.7762501835823059 0.6859456896781921 0.6318863034248352 0.533768892288208 0.5482146739959717
4.0 294.93829345703125 162.46192932128906 167.3697509765625 228.23118591308594 326.085205078125 316.52899169921875 510.8653259277344 347.31103515625 320.76953125 417.75958251953125 535.822265625 552.7297973632812 1712.8680419921875 1589.4283447265625 1562.261474609375 1490.8338623046875 1461.5748291015625 1608.2242431640625 2118.926513671875 2017.3116455078125 1844.77880859375 1867.0926513671875 1845.7215576171875 2021.5540771484375 1503.964111328125 1241.7005615234375 1088.4052734375 1178.6646728515625 1496.764892578125 1615.859619140625 1039.747802734375 845.4027099609375 701.8977661132812 774.0723876953125 1093.06884765625 1197.653076171875 0.615163266658783 0.7048838138580322 0.7029646635055542 0.6344708204269409 0.5517737865447998 0.5710352063179016
4.0 149.04200744628906 38.994964599609375 39.8802375793457 41.76139450073242 156.7638702392578 232.8419189453125 260.46002197265625 176.47344970703125 166.00144958496094 175.67295837402344 299.6579284667969 408.9403076171875 1199.8485107421875 1049.638427734375 1059.789794921875 1092.376953125 1221.123291015625 1339.137451171875 1502.9197998046875 1355.608642578125 1379.7908935546875 1420.558349609375 1499.5977783203125 1615.78515625 1069.3197021484375 953.4473876953125 830.027587890625 863.1510009765625 1129.4228515625 1333.0460205078125 650.7689819335938 595.290283203125 496.6469421386719 515.4091186523438 729.8533935546875 868.48486328125 0.717628002166748 0.7703545093536377 0.7869122624397278 0.7801408171653748 0.6715086102485657 0.6075727939605713
4.0 293.451904296875 221.345947265625 227.91275024414062 242.65255737304688 345.0105895996094 375.8408508300781 592.1350708007812 545.7705688476562 525.4256591796875 589.4426879882812 737.6360473632812 826.507080078125 1768.06591796875 1616.1781005859375 1513.4522705078125 1503.4378662109375 1576.6563720703125 1755.8843994140625 2089.646728515625 2036.33154296875 2032.5274658203125 2004.6279296875 1920.5843505859375 2004.4105224609375 1785.79638671875 1619.416015625 1426.354736328125 1574.1614990234375 1917.33251953125 2187.032470703125 1374.048583984375 1289.1259765625 1142.7158203125 1241.9134521484375 1578.1553955078125 1835.3018798828125 0.5615540146827698 0.5794819593429565 0.5918349027633667 0.5456919074058533 0.44759097695350647 0.41711604595184326
4.0 465.00457763671875 347.0411376953125 705.459228515625 695.02978515625 602.8524169921875 515.5178833007812 633.2421875 664.7158203125 1273.6612548828125 1458.156494140625 1073.711669921875 821.5771484375 2962.634521484375 2890.759521484375 2847.05712890625 2504.782958984375 2013.0736083984375 2184.534912109375 3509.53125 3618.1298828125 3764.639404296875 3341.9892578125 2465.70166015625 2513.14794921875 2087.519287109375 2186.99072265625 2810.6845703125 3038.644775390625 2681.29296875 2485.349365234375 1212.401123046875 1259.1016845703125 1782.5548095703125 2064.30126953125 1929.5977783203125 1712.3692626953125 0.7058853507041931 0.6908038854598999 0.5106204748153687 0.39325276017189026 0.3947051763534546 0.5060940980911255
